epsilon = 0.3
learning_rate = 0.05
discount_rate = 0.99
lambda = 0.5

T = 0.1
step,SARSA,Q_learning,double_Q_learning,QV_learning,std_SARSA,std_Q,std_double_Q,std_QV
236,19,11,233,14,0,0,0,0
237,23,17,12,21,0,0,0,0
238,169,38,29,16,0,0,0,0
239,220,12,13,12,0,0,0,0
240,20,18,837,18,0,0,0,0
241,7,158,10,19,0,0,0,0
242,182,27,15,19,0,0,0,0
243,19,12,62,18,0,0,0,0
244,32,36,26,21,0,0,0,0
245,18,14,80,15,0,0,0,0
246,21,95,138,21,0,0,0,0
247,47,10,97,21,0,0,0,0
248,12,2,19,15,0,0,0,0
249,14,150,13,21,0,0,0,0
250,53,3,17,12,0,0,0,0
251,27,15,27,13,0,0,0,0
252,1009,27,14,22,0,0,0,0
253,555,16,15,2,0,0,0,0
254,236,10,11,23,0,0,0,0
255,30,13,45,5,0,0,0,0
256,307,311,18,15,0,0,0,0
257,11,8,14,16,0,0,0,0
258,41,2,92,12,0,0,0,0
259,899,9,103,14,0,0,0,0
260,169,11,65,3,0,0,0,0
261,17,3,507,19,0,0,0,0
262,9,157,165,11,0,0,0,0
263,300,10,58,10,0,0,0,0
264,16,57,198,7,0,0,0,0
265,12,15,12,17,0,0,0,0
266,22,13,3,9,0,0,0,0
267,115,10,7,10,0,0,0,0
268,82,9,39,6,0,0,0,0
269,37,9,3,11,0,0,0,0
270,41,9,3,10,0,0,0,0
271,13,20,24,15,0,0,0,0
272,120,5,1336,18,0,0,0,0
273,298,22,119,9,0,0,0,0
274,92,25,12,17,0,0,0,0
275,80,34,9,19,0,0,0,0
276,33,78,24,12,0,0,0,0
277,24,11,10,19,0,0,0,0
278,20,12,22,14,0,0,0,0
279,318,13,183,19,0,0,0,0
280,17,17,64,12,0,0,0,0
281,82,15,10,9,0,0,0,0
282,12,211,13,11,0,0,0,0
283,10,10,13,11,0,0,0,0
284,57,22,15,11,0,0,0,0
285,2193,16,11,21,0,0,0,0
286,14,7,13,12,0,0,0,0
287,170,14,35,12,0,0,0,0
288,31,23,31,19,0,0,0,0
289,28,17,13,22,0,0,0,0
290,75,47,739,20,0,0,0,0
291,896,338,11,13,0,0,0,0
292,3,9,340,21,0,0,0,0
293,12,37,9,17,0,0,0,0
294,29,61,14,9,0,0,0,0
295,830,14,12,12,0,0,0,0
296,12,100,24,20,0,0,0,0
297,10,13,142,21,0,0,0,0
298,4,19,12,11,0,0,0,0
299,93,17,27,14,0,0,0,0
300,11,16,17,17,0,0,0,0
