step,SARSA,Q_learning,double_Q_learning,QV_learning
1340,38,38,9,7
1341,4,4,29,38
1342,6,6,5,32
1343,31,31,57,15
1344,17,17,39,42
1345,42,42,33,45
1346,29,29,45,10
1347,38,38,14,39
1348,50,50,33,12
1349,29,29,24,14
1350,31,31,16,7
1351,50,50,42,4
1352,5,5,30,30
1353,8,8,35,11
1354,40,40,40,30
1355,30,30,4,48
1356,8,8,25,21
1357,30,30,21,33
1358,36,36,34,11
1359,51,51,29,60
1360,38,38,35,32
1361,6,6,22,16
1362,34,34,31,57
1363,47,47,17,8
1364,32,32,29,15
1365,25,25,13,9
1366,13,13,12,36
1367,12,12,54,13
1368,22,22,22,15
1369,46,46,11,11
1370,33,33,32,22
1371,9,9,15,37
1372,56,56,49,7
1373,22,22,4,19
1374,39,39,12,25
1375,5,5,61,8
1376,47,47,31,11
1377,11,11,43,47
1378,28,28,11,37
1379,19,19,31,55
1380,38,38,65,42
1381,32,32,54,46
1382,21,21,36,35
1383,31,31,22,13
1384,8,8,46,20
1385,80,80,37,19
1386,19,19,17,7
1387,61,61,45,14
1388,11,11,36,24
1389,9,9,39,7
1390,29,29,47,32
1391,30,30,64,33
1392,20,20,25,10
1393,31,31,20,17
1394,52,52,38,34
1395,24,24,15,6
1396,54,54,53,7
1397,30,30,24,43
1398,8,8,20,43
1399,28,28,12,22
1400,34,34,42,16
1401,44,44,22,39
1402,54,54,48,38
1403,15,15,7,39
1404,35,35,45,30
1405,11,11,37,45
1406,12,12,39,57
1407,14,14,30,20
1408,42,42,16,29
1409,18,18,20,29
1410,26,26,35,5
1411,8,8,49,15
1412,41,41,22,43
1413,50,50,31,48
1414,32,32,46,9
1415,11,11,37,11
1416,31,31,38,42
1417,32,32,6,36
1418,8,8,47,36
1419,45,45,33,8
1420,55,55,53,31
1421,17,17,42,38
1422,13,13,36,7
1423,28,28,43,11
1424,29,29,21,41
1425,46,46,31,35
1426,59,59,28,9
1427,23,23,48,34
1428,36,36,26,9
1429,49,49,53,27
1430,49,49,19,7
1431,35,35,14,35
1432,36,36,12,7
1433,29,29,26,14
1434,33,33,24,30
1435,62,62,38,16
1436,14,14,19,4
1437,40,40,24,37
1438,24,24,16,23
1439,56,56,28,13
1440,21,21,50,16
1441,25,25,35,42
1442,16,16,4,5
1443,10,10,13,12
1444,36,36,8,31
1445,23,23,27,19
1446,25,25,38,49
1447,21,21,36,9
1448,5,5,44,14
1449,28,28,41,8
1450,6,6,50,12
1451,11,11,14,36
1452,29,29,36,18
1453,33,33,46,15
1454,36,36,21,29
1455,68,68,39,12
1456,5,5,26,42
1457,14,14,55,17
1458,40,40,68,24
1459,34,34,49,49
1460,5,5,47,17
1461,34,34,29,14
1462,30,30,47,35
1463,9,9,12,33
1464,17,17,67,40
1465,19,19,52,23
1466,37,37,31,16
1467,41,41,61,37
1468,28,28,17,7
1469,9,9,38,40
1470,13,13,16,23
1471,14,14,30,11
1472,8,8,65,17
1473,36,36,23,6
1474,51,51,43,16
1475,24,24,43,7
1476,7,7,21,14
1477,14,14,25,48
1478,22,22,33,6
1479,37,37,11,5
1480,7,7,39,15
1481,34,34,33,31
1482,29,29,46,41
1483,32,32,33,14
1484,9,9,10,33
1485,45,45,15,9
1486,10,10,20,20
1487,41,41,18,14
1488,11,11,30,14
1489,8,8,12,8
1490,9,9,7,13
1491,41,41,58,6
1492,19,19,5,13
1493,7,7,38,10
1494,38,38,29,41
1495,24,24,33,20
1496,22,22,6,33
1497,38,38,12,30
1498,18,18,21,23
1499,12,12,20,18
1500,4,4,20,50
1501,56,56,15,57
1502,12,12,63,18
1503,15,15,31,23
1504,43,43,23,23
1505,31,31,51,23
1506,11,11,14,5
1507,24,24,32,45
1508,31,31,36,13
1509,9,9,31,13
1510,21,21,51,19
1511,30,30,38,6
1512,7,7,70,29
1513,29,29,52,38
1514,20,20,20,18
1515,30,30,51,32
1516,15,15,42,17
1517,34,34,39,61
1518,31,31,44,10
1519,37,37,6,51
1520,23,23,27,13
1521,7,7,29,23
1522,8,8,40,9
1523,15,15,35,36
1524,24,24,38,16
1525,24,24,66,13
1526,11,11,41,16
1527,38,38,30,10
1528,7,7,26,28
1529,9,9,13,25
1530,52,52,32,14
1531,37,37,6,44
1532,31,31,10,22
1533,31,31,34,13
1534,16,16,14,16
1535,6,6,23,20
1536,7,7,28,17
1537,35,35,14,37
1538,10,10,10,10
1539,6,6,40,4
1540,11,11,24,25
1541,46,46,39,29
1542,7,7,8,35
1543,22,22,29,19
1544,28,28,12,32
1545,12,12,41,7
1546,29,29,21,15
1547,39,39,21,41
1548,22,22,44,24
1549,41,41,32,36
1550,29,29,36,13
1551,49,49,85,33
1552,28,28,26,80
1553,10,10,57,6
1554,5,5,11,50
1555,53,53,12,26
1556,16,16,8,49
1557,39,39,53,20
1558,17,17,24,24
1559,45,45,49,9
1560,33,33,19,36
1561,14,14,16,39
1562,25,25,29,21
1563,26,26,33,53
1564,7,7,17,24
1565,24,24,28,29
1566,9,9,21,25
1567,35,35,61,49
1568,16,16,7,44
1569,22,22,19,27
1570,42,42,7,11
1571,24,24,5,47
1572,32,32,14,40
1573,22,22,28,22
1574,57,57,37,10
1575,9,9,18,38
1576,11,11,39,16
1577,39,39,18,11
1578,9,9,9,30
1579,36,36,42,31
1580,14,14,44,23
1581,34,34,12,13
1582,21,21,5,29
1583,20,20,10,12
1584,24,24,37,6
1585,12,12,22,48
1586,29,29,46,35
1587,41,41,14,23
1588,19,19,39,4
1589,46,46,37,9
1590,32,32,41,35
1591,38,38,9,25
1592,8,8,28,15
1593,6,6,33,17
1594,40,40,9,31
1595,24,24,36,19
1596,38,38,39,20
1597,7,7,47,17
1598,16,16,12,44
1599,49,49,45,12
1600,38,38,22,8
1601,17,17,27,10
1602,37,37,44,8
1603,58,58,16,24
1604,63,63,41,38
1605,7,7,25,32
1606,12,12,6,21
1607,43,43,47,46
1608,13,13,69,22
1609,35,35,39,14
1610,31,31,33,32
1611,14,14,20,15
1612,25,25,17,33
1613,31,31,25,29
1614,41,41,32,33
1615,30,30,69,19
1616,4,4,15,9
1617,36,36,31,31
1618,33,33,15,31
1619,25,25,38,25
1620,32,32,35,33
1621,38,38,14,12
1622,38,38,11,4
1623,11,11,40,25
1624,44,44,8,25
1625,5,5,19,6
1626,20,20,17,13
1627,36,36,60,38
1628,56,56,43,10
1629,8,8,12,35
1630,45,45,40,13
1631,18,18,10,45
1632,42,42,10,18
1633,27,27,22,8
1634,21,21,13,39
1635,7,7,38,13
1636,35,35,10,14
1637,32,32,12,33
1638,36,36,15,18
1639,17,17,6,23
1640,17,17,24,37
1641,13,13,30,34
1642,15,15,19,12
1643,42,42,43,30
1644,10,10,44,33
1645,24,24,46,43
1646,26,26,33,21
1647,11,11,35,5
1648,39,39,13,45
1649,15,15,34,8
1650,43,43,32,37
1651,19,19,8,9
1652,39,39,23,26
1653,20,20,33,12
1654,13,13,36,23
1655,23,23,29,44
1656,12,12,39,46
1657,32,32,46,17
1658,18,18,15,29
1659,50,50,10,8
1660,35,35,35,13
1661,14,14,12,25
1662,45,45,44,18
1663,9,9,34,58
1664,39,39,49,11
1665,43,43,16,35
1666,17,17,15,17
1667,6,6,37,18
1668,10,10,34,28
1669,52,52,15,21
1670,22,22,32,40
1671,17,17,28,20
1672,15,15,15,18
1673,14,14,9,24
1674,17,17,49,23
1675,14,14,46,7
1676,14,14,21,34
1677,37,37,19,29
1678,43,43,7,40
1679,26,26,22,29
1680,20,20,17,34
1681,15,15,37,22
1682,37,37,38,20
1683,17,17,8,30
1684,7,7,12,15
1685,63,63,40,52
1686,21,21,21,9
1687,25,25,14,10
1688,43,43,30,33
1689,8,8,59,9
1690,48,48,23,39
1691,6,6,20,26
1692,33,33,10,9
1693,17,17,37,48
1694,43,43,16,24
1695,46,46,27,15
1696,4,4,23,19
1697,40,40,36,16
1698,18,18,22,21
1699,33,33,30,17
1700,16,16,33,36
1701,23,23,32,21
1702,20,20,23,50
1703,24,24,50,32
1704,21,21,24,19
1705,12,12,58,15
1706,36,36,10,18
1707,16,16,8,17
1708,5,5,18,46
1709,11,11,28,12
1710,10,10,51,11
1711,33,33,48,37
1712,16,16,19,17
1713,18,18,32,6
1714,60,60,48,14
1715,17,17,15,52
1716,34,34,34,12
1717,13,13,36,17
1718,39,39,16,17
1719,29,29,8,18
1720,32,32,24,45
1721,7,7,50,8
1722,43,43,27,45
1723,57,57,39,57
1724,23,23,65,22
1725,12,12,38,17
1726,46,46,10,37
1727,66,66,38,18
1728,29,29,32,38
1729,24,24,17,37
1730,30,30,18,40
1731,28,28,8,27
1732,11,11,39,33
1733,32,32,29,25
1734,29,29,26,37
1735,41,41,37,30
1736,40,40,20,5
1737,16,16,10,9
1738,5,5,9,37
1739,32,32,22,49
1740,25,25,9,33
1741,37,37,12,28
1742,21,21,4,20
1743,27,27,36,17
1744,8,8,32,33
1745,36,36,20,14
1746,20,20,35,44
1747,8,8,41,30
1748,25,25,13,18
1749,48,48,24,23
1750,43,43,35,12
1751,6,6,33,7
1752,33,33,37,40
1753,33,33,40,5
1754,11,11,22,7
1755,45,45,29,28
1756,17,17,28,39
1757,20,20,15,7
1758,33,33,25,9
1759,31,31,38,5
1760,15,15,34,13
1761,19,19,16,29
1762,6,6,48,8
1763,25,25,9,28
1764,11,11,24,13
1765,39,39,27,8
1766,32,32,49,12
1767,36,36,8,35
1768,25,25,47,33
1769,27,27,13,27
1770,6,6,37,22
1771,22,22,36,10
1772,38,38,77,10
1773,19,19,9,20
1774,22,22,33,36
1775,32,32,12,18
1776,45,45,10,39
1777,16,16,42,34
1778,44,44,42,32
1779,13,13,31,11
1780,6,6,40,6
1781,25,25,4,5
1782,26,26,29,35
1783,10,10,32,38
1784,33,33,19,32
1785,27,27,14,17
1786,24,24,14,18
1787,5,5,37,23
1788,36,36,29,25
1789,40,40,45,7
1790,35,35,33,10
1791,20,20,35,30
1792,12,12,34,43
1793,28,28,30,25
1794,32,32,30,48
1795,8,8,14,26
1796,30,30,17,43
1797,12,12,10,24
1798,57,57,57,8
1799,43,43,28,18
1800,11,11,32,28
1801,9,9,48,22
1802,8,8,31,4
1803,13,13,31,29
1804,27,27,41,31
1805,13,13,38,8
1806,5,5,26,14
1807,35,35,42,24
1808,14,14,8,14
1809,44,44,40,39
1810,29,29,26,22
1811,25,25,40,11
1812,37,37,27,47
1813,24,24,45,46
1814,31,31,32,37
1815,9,9,52,35
1816,48,48,8,18
1817,34,34,10,23
1818,37,37,48,27
1819,15,15,16,16
1820,11,11,26,23
1821,19,19,14,9
1822,13,13,41,26
1823,16,16,47,22
1824,26,26,6,11
1825,21,21,32,34
1826,26,26,7,11
1827,16,16,25,35
1828,26,26,27,21
1829,46,46,12,40
1830,16,16,41,9
1831,33,33,27,13
1832,19,19,24,42
1833,17,17,41,55
1834,29,29,14,18
1835,24,24,56,14
1836,12,12,5,31
1837,26,26,10,35
1838,27,27,12,36
1839,16,16,73,38
1840,6,6,31,7
1841,15,15,44,39
1842,9,9,29,25
1843,31,31,42,35
1844,34,34,35,22
1845,39,39,41,13
1846,7,7,21,5
1847,7,7,40,37
1848,34,34,10,44
1849,13,13,28,25
1850,42,42,10,28
1851,29,29,64,51
1852,27,27,36,18
1853,23,23,5,6
1854,24,24,7,8
1855,10,10,27,43
1856,19,19,25,5
1857,17,17,36,36
1858,47,47,39,11
1859,11,11,51,11
1860,13,13,47,13
1861,54,54,34,5
1862,6,6,7,39
1863,32,32,28,18
1864,5,5,14,25
1865,42,42,46,6
1866,7,7,11,32
1867,45,45,13,6
1868,41,41,47,30
1869,18,18,11,39
1870,15,15,26,10
1871,12,12,4,36
1872,13,13,53,43
1873,40,40,36,9
1874,13,13,32,13
1875,34,34,36,29
1876,45,45,43,12
1877,20,20,41,34
1878,34,34,31,8
1879,12,12,27,24
1880,27,27,22,25
1881,31,31,41,46
1882,35,35,29,10
1883,35,35,39,6
1884,15,15,10,43
1885,46,46,14,13
1886,44,44,20,43
1887,10,10,43,4
1888,45,45,39,27
1889,35,35,28,20
1890,26,26,20,5
1891,35,35,20,9
1892,29,29,6,18
1893,35,35,25,35
1894,37,37,11,15
1895,35,35,24,13
1896,14,14,19,31
1897,16,16,12,15
1898,28,28,32,9
1899,50,50,43,30
1900,41,41,48,22
1901,9,9,29,33
1902,35,35,51,12
1903,10,10,16,30
1904,14,14,45,10
1905,31,31,7,12
1906,25,25,27,10
1907,23,23,30,8
1908,37,37,31,14
1909,5,5,40,39
1910,10,10,27,24
1911,12,12,42,13
1912,5,5,39,14
1913,11,11,11,16
1914,22,22,29,24
1915,22,22,46,43
1916,9,9,27,18
1917,24,24,12,11
1918,30,30,41,10
1919,15,15,38,16
1920,22,22,33,42
1921,9,9,5,29
1922,39,39,41,29
1923,14,14,40,12
1924,37,37,35,6
1925,27,27,46,17
1926,17,17,35,6
1927,18,18,35,23
1928,14,14,22,38
1929,46,46,16,28
1930,19,19,38,15
1931,26,26,9,35
1932,10,10,30,28
1933,17,17,13,46
1934,21,21,31,10
1935,12,12,5,45
1936,17,17,26,10
1937,39,39,14,46
1938,4,4,15,38
1939,13,13,25,52
1940,20,20,4,28
1941,16,16,33,49
1942,18,18,17,36
1943,40,40,47,18
1944,34,34,24,10
1945,42,42,34,11
1946,17,17,35,34
1947,24,24,22,11
1948,31,31,14,33
1949,19,19,19,15
1950,14,14,50,38
1951,22,22,29,17
1952,21,21,37,13
1953,29,29,8,27
1954,43,43,23,31
1955,43,43,23,17
1956,10,10,23,21
1957,19,19,29,49
1958,29,29,56,14
1959,47,47,28,19
1960,5,5,24,11
1961,19,19,58,21
1962,34,34,35,10
1963,23,23,22,11
1964,37,37,26,42
1965,23,23,6,39
1966,5,5,5,29
1967,47,47,10,11
1968,20,20,34,25
1969,14,14,35,10
1970,18,18,29,28
1971,28,28,10,5
1972,22,22,26,13
1973,9,9,28,6
1974,57,57,53,43
1975,31,31,39,37
1976,6,6,9,36
1977,8,8,49,24
1978,8,8,20,16
1979,53,53,46,37
1980,14,14,29,38
1981,4,4,54,26
1982,18,18,26,4
1983,16,16,11,27
1984,5,5,6,22
1985,31,31,44,17
1986,6,6,16,57
1987,41,41,52,21
1988,43,43,34,8
1989,29,29,35,32
1990,16,16,28,26
1991,14,14,33,32
1992,59,59,11,13
1993,55,55,39,13
1994,43,43,45,19
1995,13,13,7,31
1996,18,18,16,14
1997,37,37,24,14
1998,22,22,14,25
1999,14,14,28,8
2000,45,45,11,33
2001,35,35,34,18
2002,14,14,21,54
2003,31,31,49,13
2004,18,18,14,24
2005,26,26,12,26
2006,7,7,19,38
2007,45,45,8,18
2008,33,33,33,21
2009,5,5,39,51
2010,21,21,18,14
2011,13,13,20,31
2012,10,10,8,4
2013,19,19,57,32
2014,46,46,15,11
2015,6,6,22,10
2016,29,29,14,15
2017,28,28,34,15
2018,19,19,29,29
2019,12,12,55,36
2020,33,33,20,30
2021,4,4,48,35
2022,17,17,12,11
2023,35,35,27,9
2024,36,36,20,23
2025,42,42,33,17
2026,18,18,35,16
2027,43,43,7,21
2028,32,32,7,10
2029,26,26,31,8
2030,9,9,33,25
2031,14,14,13,6
2032,5,5,35,39
2033,13,13,43,6
2034,27,27,21,53
2035,35,35,27,19
2036,27,27,25,25
2037,17,17,25,27
2038,30,30,33,15
2039,14,14,12,33
2040,21,21,75,37
2041,38,38,20,59
2042,30,30,8,10
2043,12,12,9,28
2044,13,13,8,64
2045,4,4,49,9
2046,18,18,22,30
2047,58,58,25,18
2048,6,6,38,10
2049,19,19,49,19
2050,13,13,35,17
2051,6,6,15,10
2052,19,19,21,34
2053,30,30,59,6
2054,16,16,28,10
2055,45,45,50,20
2056,15,15,14,16
2057,57,57,17,18
2058,54,54,14,38
2059,6,6,36,10
2060,39,39,30,8
2061,27,27,16,35
2062,16,16,36,33
2063,26,26,21,27
2064,30,30,39,44
2065,18,18,27,23
2066,31,31,50,8
2067,37,37,24,10
2068,7,7,23,31
2069,15,15,35,26
2070,18,18,32,20
2071,38,38,33,14
2072,8,8,29,31
2073,56,56,29,17
2074,43,43,32,43
2075,36,36,19,51
2076,44,44,20,63
2077,32,32,23,6
2078,14,14,29,45
2079,12,12,51,14
2080,5,5,55,45
2081,4,4,41,56
2082,16,16,59,21
2083,29,29,34,41
2084,37,37,10,11
2085,20,20,11,5
2086,11,11,11,17
2087,29,29,33,49
2088,16,16,27,21
2089,54,54,48,44
2090,6,6,13,34
2091,34,34,72,5
2092,6,6,54,16
2093,53,53,46,5
2094,7,7,35,10
2095,19,19,31,9
2096,41,41,7,52
2097,9,9,17,10
2098,20,20,20,33
2099,42,42,36,33
2100,7,7,12,19
2101,39,39,23,49
2102,21,21,15,12
2103,36,36,17,20
2104,13,13,13,10
2105,24,24,16,9
2106,19,19,26,57
2107,19,19,42,68
2108,23,23,53,51
2109,32,32,6,6
2110,44,44,30,12
2111,36,36,34,13
2112,43,43,33,50
2113,30,30,17,43
2114,36,36,25,37
2115,30,30,8,37
2116,35,35,30,5
2117,8,8,11,30
2118,39,39,28,60
2119,20,20,9,29
2120,18,18,12,47
2121,28,28,28,14
2122,40,40,57,32
2123,10,10,33,39
2124,47,47,20,38
2125,34,34,27,15
2126,40,40,27,12
2127,17,17,9,21
2128,25,25,41,5
2129,52,52,10,25
2130,9,9,13,18
2131,33,33,53,22
2132,38,38,16,19
2133,27,27,8,57
2134,19,19,56,13
2135,38,38,19,41
2136,31,31,12,39
2137,7,7,58,4
2138,15,15,62,45
2139,24,24,58,25
2140,31,31,11,37
2141,15,15,33,31
2142,16,16,37,30
2143,27,27,33,9
2144,14,14,34,19
2145,13,13,45,19
2146,6,6,5,15
2147,10,10,35,20
2148,34,34,24,14
2149,8,8,23,26
2150,26,26,14,22
2151,9,9,36,24
2152,23,23,10,6
2153,43,43,29,36
2154,15,15,9,60
2155,11,11,20,17
2156,9,9,6,23
2157,45,45,42,17
2158,20,20,9,37
2159,32,32,39,33
2160,19,19,24,9
2161,17,17,72,53
2162,8,8,34,27
2163,39,39,20,13
2164,39,39,24,34
2165,29,29,47,50
2166,23,23,17,29
2167,6,6,11,35
2168,30,30,32,16
2169,24,24,7,5
2170,12,12,43,13
2171,17,17,6,34
2172,28,28,17,7
2173,16,16,14,6
2174,14,14,9,8
2175,14,14,23,24
2176,33,33,52,21
2177,29,29,64,65
2178,11,11,17,20
2179,26,26,51,21
2180,31,31,21,9
2181,23,23,27,6
2182,19,19,37,17
2183,45,45,9,19
2184,15,15,22,33
2185,14,14,9,13
2186,25,25,14,11
2187,26,26,25,36
2188,34,34,34,17
2189,37,37,45,38
2190,6,6,24,8
2191,26,26,15,29
2192,31,31,36,47
2193,7,7,49,8
2194,14,14,44,17
2195,47,47,36,17
2196,9,9,36,14
2197,26,26,8,29
2198,12,12,18,21
2199,25,25,32,31
2200,44,44,8,54
2201,23,23,49,8
2202,33,33,29,32
2203,29,29,37,37
2204,6,6,56,4
2205,52,52,13,12
2206,43,43,10,44
2207,34,34,36,16
2208,45,45,42,30
2209,14,14,23,45
2210,13,13,43,8
2211,16,16,35,29
2212,28,28,25,11
2213,37,37,25,10
2214,12,12,10,16
2215,35,35,27,29
2216,5,5,22,8
2217,45,45,16,46
2218,11,11,52,9
2219,24,24,27,27
2220,17,17,37,7
2221,38,38,6,23
2222,25,25,12,37
2223,31,31,55,20
2224,33,33,38,32
2225,31,31,28,14
2226,18,18,13,33
2227,32,32,37,7
2228,10,10,32,31
2229,29,29,46,6
2230,7,7,11,41
2231,5,5,52,43
2232,11,11,26,21
2233,28,28,8,40
2234,5,5,34,7
2235,29,29,26,5
2236,23,23,32,34
2237,13,13,26,28
2238,29,29,39,52
2239,6,6,22,28
2240,58,58,46,47
2241,13,13,14,35
2242,16,16,6,33
2243,11,11,6,7
2244,10,10,47,14
2245,6,6,34,7
2246,28,28,25,33
2247,21,21,5,58
2248,20,20,45,19
2249,47,47,41,15
2250,16,16,30,20
2251,45,45,46,13
2252,10,10,34,40
2253,42,42,44,23
2254,22,22,28,26
2255,37,37,33,32
2256,22,22,33,27
2257,37,37,18,25
2258,31,31,51,4
2259,63,63,35,21
2260,34,34,30,14
2261,22,22,39,23
2262,12,12,42,14
2263,6,6,27,44
2264,22,22,26,42
2265,42,42,40,55
2266,22,22,19,8
2267,34,34,15,11
2268,46,46,22,26
2269,5,5,42,34
2270,24,24,18,15
2271,14,14,17,23
2272,36,36,40,8
2273,7,7,22,17
2274,7,7,5,30
2275,25,25,13,32
2276,31,31,29,51
2277,13,13,41,41
2278,11,11,12,39
2279,25,25,19,37
2280,45,45,35,10
2281,6,6,30,43
2282,16,16,51,15
2283,22,22,32,48
2284,30,30,16,35
2285,21,21,26,12
2286,14,14,29,40
2287,11,11,7,8
2288,34,34,16,7
2289,6,6,10,12
2290,7,7,49,36
2291,38,38,33,7
2292,45,45,32,9
2293,5,5,7,18
2294,59,59,38,27
2295,9,9,38,23
2296,21,21,31,7
2297,8,8,40,41
2298,12,12,31,14
2299,28,28,38,44
2300,7,7,30,13
2301,24,24,42,13
2302,37,37,42,40
2303,44,44,6,25
2304,5,5,49,12
2305,14,14,35,15
2306,22,22,17,44
2307,25,25,44,6
2308,39,39,18,14
2309,24,24,37,51
2310,7,7,40,39
2311,43,43,10,36
2312,6,6,5,21
2313,7,7,35,13
2314,32,32,12,24
2315,20,20,17,32
2316,20,20,30,17
2317,16,16,38,18
2318,35,35,47,13
2319,37,37,56,9
2320,24,24,38,9
2321,9,9,18,27
2322,32,32,43,34
2323,22,22,27,30
2324,18,18,23,20
2325,25,25,44,25
2326,20,20,29,16
2327,11,11,4,22
2328,20,20,34,22
2329,21,21,22,11
2330,12,12,49,38
2331,25,25,20,17
2332,20,20,21,23
2333,14,14,24,14
2334,39,39,18,4
2335,7,7,23,10
2336,45,45,19,28
2337,8,8,32,35
2338,40,40,33,14
2339,19,19,8,35
2340,45,45,40,29
2341,27,27,41,56
2342,26,26,21,7
2343,28,28,35,13
2344,4,4,30,39
2345,19,19,44,22
2346,22,22,35,53
2347,32,32,30,10
2348,35,35,29,11
2349,8,8,11,21
2350,25,25,36,9
2351,16,16,38,16
2352,23,23,38,20
2353,41,41,24,17
2354,28,28,13,22
2355,52,52,9,18
2356,15,15,20,36
2357,9,9,24,17
2358,14,14,25,17
2359,19,19,11,10
2360,10,10,8,20
2361,10,10,45,29
2362,55,55,15,31
2363,17,17,19,19
2364,11,11,18,18
2365,37,37,34,34
2366,22,22,39,7
2367,26,26,39,16
2368,13,13,37,43
2369,33,33,27,21
2370,24,24,36,7
2371,8,8,40,23
2372,44,44,43,31
2373,19,19,20,52
2374,33,33,17,45
2375,16,16,23,11
2376,33,33,56,15
2377,9,9,41,19
2378,38,38,27,24
2379,29,29,13,36
2380,46,46,33,8
2381,36,36,10,10
2382,11,11,48,53
2383,13,13,15,17
2384,33,33,44,31
2385,31,31,41,22
2386,10,10,45,28
2387,14,14,20,12
2388,10,10,22,17
2389,11,11,4,32
2390,20,20,14,43
2391,30,30,7,28
2392,16,16,23,6
2393,28,28,38,21
2394,22,22,9,23
2395,27,27,18,18
2396,5,5,37,13
2397,48,48,35,45
2398,25,25,15,8
2399,10,10,6,38
2400,6,6,29,14
2401,11,11,5,29
2402,30,30,10,19
2403,21,21,4,16
2404,48,48,36,33
2405,27,27,29,19
2406,38,38,28,41
2407,21,21,21,9
2408,22,22,30,22
2409,23,23,33,6
2410,18,18,29,20
2411,21,21,7,27
2412,13,13,21,16
2413,9,9,13,29
2414,7,7,43,13
2415,42,42,23,45
2416,38,38,46,51
2417,12,12,33,5
2418,31,31,14,30
2419,19,19,43,12
2420,15,15,9,19
2421,28,28,21,34
2422,11,11,32,12
2423,25,25,35,11
2424,42,42,20,27
2425,33,33,21,12
2426,12,12,26,16
2427,34,34,10,45
2428,12,12,15,12
2429,25,25,19,29
2430,38,38,5,36
2431,25,25,13,14
2432,19,19,16,29
2433,15,15,37,16
2434,5,5,22,31
2435,30,30,18,6
2436,39,39,25,19
2437,23,23,26,41
2438,21,21,17,35
2439,17,17,9,18
2440,9,9,49,14
2441,22,22,37,23
2442,8,8,24,19
2443,20,20,48,37
2444,24,24,31,14
2445,30,30,36,11
2446,33,33,22,12
2447,6,6,29,17
2448,35,35,12,7
2449,9,9,46,24
2450,20,20,43,6
2451,18,18,23,20
2452,44,44,43,12
2453,33,33,42,36
2454,30,30,23,46
2455,34,34,16,32
2456,13,13,16,39
2457,21,21,51,38
2458,16,16,47,27
2459,30,30,10,33
2460,27,27,39,48
2461,10,10,9,17
2462,19,19,47,22
2463,20,20,20,32
2464,37,37,41,9
2465,26,26,47,41
2466,24,24,35,49
2467,21,21,8,21
2468,39,39,41,34
2469,40,40,8,11
2470,24,24,19,21
2471,32,32,7,53
2472,29,29,27,15
2473,20,20,19,19
2474,18,18,24,44
2475,30,30,44,35
2476,39,39,14,48
2477,24,24,8,7
2478,42,42,32,20
2479,59,59,26,29
2480,22,22,31,13
2481,27,27,7,6
2482,20,20,15,39
2483,8,8,10,7
2484,16,16,26,12
2485,23,23,24,26
2486,9,9,7,15
2487,23,23,52,16
2488,27,27,13,33
2489,36,36,6,9
2490,25,25,7,11
2491,10,10,16,19
2492,22,22,32,11
2493,30,30,19,9
2494,35,35,27,10
2495,14,14,15,5
2496,40,40,15,23
2497,22,22,39,35
2498,60,60,21,27
2499,27,27,26,30
2500,6,6,10,8
2501,29,29,26,39
2502,8,8,13,14
2503,16,16,38,27
2504,40,40,9,16
2505,32,32,12,32
2506,35,35,13,33
2507,14,14,8,10
2508,14,14,51,11
2509,20,20,19,43
2510,19,19,35,10
2511,15,15,10,11
2512,5,5,17,52
2513,11,11,47,24
2514,19,19,25,17
2515,22,22,35,31
2516,13,13,25,49
2517,26,26,34,8
2518,44,44,24,36
2519,27,27,41,16
2520,9,9,23,13
2521,28,28,27,27
2522,11,11,7,16
2523,27,27,11,4
2524,5,5,26,14
2525,23,23,6,40
2526,24,24,58,32
2527,33,33,13,19
2528,30,30,20,51
2529,9,9,52,25
2530,9,9,30,14
2531,6,6,52,31
2532,42,42,13,16
2533,33,33,13,25
2534,48,48,28,35
2535,25,25,12,7
2536,227,227,12,6
2537,38,38,23,15
2538,5,5,25,44
2539,33,33,5,48
2540,37,37,14,45
2541,41,41,24,31
2542,12,12,16,27
2543,20,20,15,47
2544,10,10,25,30
2545,8,8,13,15
2546,6,6,14,8
2547,26,26,31,11
2548,30,30,15,13
2549,20,20,24,7
2550,30,30,41,15
2551,20,20,19,25
2552,19,19,11,37
2553,62,62,37,6
2554,7,7,18,10
2555,13,13,5,15
2556,34,34,38,4
2557,17,17,45,20
2558,49,49,18,17
2559,20,20,39,40
2560,16,16,14,25
2561,15,15,22,19
2562,18,18,20,24
2563,12,12,29,5
2564,35,35,9,15
2565,37,37,17,7
2566,12,12,42,29
2567,26,26,44,43
2568,13,13,14,8
2569,13,13,6,29
2570,5,5,37,34
2571,31,31,42,25
2572,50,50,36,32
2573,8,8,27,4
2574,26,26,29,12
2575,38,38,45,22
2576,19,19,16,43
2577,21,21,31,11
2578,8,8,11,17
2579,13,13,19,23
2580,32,32,14,36
2581,11,11,36,33
2582,34,34,33,47
2583,29,29,33,12
2584,7,7,33,18
2585,28,28,35,48
2586,27,27,32,46
2587,42,42,33,25
2588,37,37,23,19
2589,28,28,58,10
2590,13,13,18,11
2591,5,5,24,21
2592,6,6,13,15
2593,23,23,25,13
2594,36,36,25,22
2595,11,11,41,4
2596,15,15,5,26
2597,36,36,37,10
2598,55,55,40,18
2599,5,5,27,15
2600,32,32,55,53
2601,31,31,65,7
2602,23,23,47,14
2603,8,8,5,31
2604,10,10,5,23
2605,38,38,47,35
2606,23,23,54,15
2607,15,15,26,12
2608,10,10,38,52
2609,26,26,10,44
