step,SARSA,Q_learning,double_Q_learning,QV_learning,stdSARSA,stdQ,stddoubleQ,stdQV
69,-189.303,76.2264,62.9136,88.361669,2582.76,31.506,61.612,19.1033
70,-36.063,78.3784,67.088,88.228470,895.83,29.0114,55.5997,19.4298
71,-78.3546,78.5652,69.9264,89.832471,1109.46,29.539,53.2005,17.2342
72,-169.645,79.4096,69.24,89.025672,2982.88,28.2934,52.8122,17.9173
73,0.1662,77.0156,67.0136,89.75873,528.61,30.0649,59.7722,16.9583
74,-20.2888,76.382,63.4544,89.86474,646.989,30.358,66.5857,16.48
75,-49.431,78.5252,62.1452,90.509675,925.406,27.5656,62.1372,16.6794
76,-67.6134,78.1148,67.6664,89.082876,816.393,28.2027,60.4962,18.5579
77,13.2838,81.5272,68.6284,90.2777,333.794,24.9828,54.5527,16.3143
78,-22.6732,80.2368,67.65,91.278,474.978,27.4152,59.0469,15.8521
79,-33.6842,77.5236,67.796,90.105279,831.107,28.614,60.3014,17.0557
80,-12.3536,79.2072,68.956,89.992880,535.789,28.2128,53.6715,17.3667
81,-13.6808,80.8008,69.92,91.636881,466.023,26.48,51.7658,15.5686
82,-119.678,80.014,69.3844,91.183682,1751.85,26.5355,53.7261,16.2148
83,-43.7354,80.8704,70.4856,91.552483,880.471,25.4885,53.6422,14.9944
84,-34.1588,79.5432,69.4984,90.98684,566.434,27.9977,51.5568,15.486
85,-17.0404,81.1212,67.5708,91.887285,626.837,26.7337,53.8282,14.2446
86,-24.2774,81.2992,66.9796,91.980886,806.673,26.4584,55.3121,13.6516
87,-5.6736,78.6724,66.8688,90.639287,434.666,29.0274,51.3663,16.0794
88,5.1678,81.2076,71.2748,92.492488,356.518,25.2779,51.6799,12.7077
89,-18.5774,83.1252,72.9184,91.919289,772.092,23.1198,48.2645,15.1298
90,11.3268,79.006,69.6136,91.238890,312.258,26.981,56.2742,15.23
91,-3.49,80.42,68.8084,92.129291,437.428,25.7641,53.9068,13.698
92,-46.9546,82.0852,69.93,91.20492,1743.97,23.7446,54.2916,13.9959
93,5.0632,80.8732,71.8348,92.24893,350.412,25.9172,54.6244,13.5188
94,-53.9886,80.342,75.7364,92.638494,1435.06,26.6554,43.0441,13.1198
95,-26.9244,79.2204,71.6668,92.793695,1223.64,26.1675,51.4474,12.9103
96,31.6496,80.462,71.0532,92.099696,204.823,26.4227,55.7423,13.7923
97,25.9174,83.45,75.6728,93.449697,322.588,23.9032,46.1852,11.4163
98,21.1798,82.128,70.1312,93.037298,319.454,26.2281,50.7801,11.6507
99,30.054,84.0284,74.424,93.317699,231.648,22.8474,40.6762,12.4641
100,-2.2042,82.4604,74.2828,92.8988100,414.698,25.0134,44.1268,11.9287
101,15.5394,83.1156,74.5632,93.4732101,278.252,23.8198,49.2744,11.6554
102,8.642,83.1572,70.6492,94.04102,358.217,23.3533,55.2321,10.0847
103,11.3574,82.2884,73.3364,94.4924103,310.107,26.2155,47.6124,9.28344
104,-15.0154,84.276,74.6984,93.2628104,495.061,24.0503,44.3422,11.9763
105,-164.734,81.4752,72.3564,93.8564105,3644.12,24.8517,50.3104,10.0908
106,-327.395,82.5352,74.6108,92.2488106,7339.7,24.4558,49.6244,13.0681
107,9.1396,84.014,76.9156,93.7992107,333.948,23.7436,42.8381,11.3677
108,-8.2194,82.0012,72.4288,93.7092108,536.56,25.682,51.5309,11.4194
109,11.776,85.042,74.1132,93.1492109,380.143,22.4427,44.9334,11.8232
110,11.901,84.5108,78.9188,94.386110,437.425,22.6454,32.8781,9.3422
111,-62.3404,84.3448,79.4952,94.5168111,1444.59,22.7417,36.3217,9.75123
112,9.347,83.4932,72.5624,93.5152112,375.352,23.7566,46.7368,11.1837
113,-10.573,84.7284,74.786,94.0456113,525.441,21.7684,45.2634,10.1512
114,-70.5148,85.3924,73.9124,93.828114,1449.32,20.4435,46.7242,10.3569
115,-24.758,85.8616,71.9424,94.5336115,1114.82,20.9959,49.8622,9.83831
116,24.2276,82.56,76.3748,95.5572116,251.72,25.3684,46.9016,7.54066
117,-14.3338,84.888,76.4564,94.4976117,762.646,21.5803,42.5248,9.45792
118,20.1486,84.092,77.4108,94.9216118,351.535,22.4395,41.145,8.16835
119,22.132,85.7428,79.1948,94.7596119,365.92,20.5023,36.8972,8.8119
120,18.0228,85.9816,77.1832,94.942120,306.895,21.0032,43.2039,8.66297
121,31.6436,87.988,76.6836,95.1628121,208.6,19.0264,40.7585,8.15873
122,18.5502,86.0836,77.0184,94.9472122,512.126,20.6938,42.5332,8.2472
123,-13.4618,86.6152,75.24,94.8004123,791.331,20.7406,42.4613,8.42239
124,51.0344,86.2092,77.3572,94.6528124,129.074,20.9686,40.2626,9.02821
125,-100.911,84.4708,81.9908,94.5488125,2309.74,21.725,32.6278,9.13961
126,-76.9766,84.7676,76.2556,95.1388126,1286.3,22.4648,42.5753,8.15781
127,48.6554,87.7424,78.3296,95.1024127,164.682,18.4254,40.7641,8.30924
128,21.4784,86.0476,76.7168,95.3964128,554.747,20.4835,42.4113,6.96013
129,-1.0244,85.6564,76.5132,95.4764129,887.002,22.0556,41.4832,6.97952
130,15.2476,86.2652,80.0996,95.08130,465.93,21.5848,32.7351,7.76134
131,32.5104,86.1248,77.674,95.236131,255.529,20.1298,39.8678,7.52478
132,39.7342,85.7692,75.5964,95.0212132,249.73,21.5193,45.1171,8.04681
133,26.2632,88.1644,79.4204,96.1832133,384.591,18.4183,43.3287,5.3886
134,45.6944,84.8196,78.6556,95.652134,190.735,21.6327,37.5281,7.12979
135,41.4968,85.6792,78.8048,95.6128135,220.28,20.6591,39.785,7.00693
136,-281.32,87.7492,75.7984,95.3356136,6154.44,18.5098,42.7087,7.69137
137,35.6376,87.7152,79.7336,95.2912137,228.581,19.399,38.2066,7.75355
138,14.2226,84.7356,78.478,96.0648138,557.226,22.1422,43.691,6.4235
139,-41.1608,87.0008,78.7604,96.056139,1770.31,20.5976,40.3856,5.83302
140,18.347,85.2508,77.3924,95.6636140,476.826,22.0248,42.7724,6.73938
141,43.001,85.8788,78.086,96.0324141,216.161,21.0638,40.3689,6.27185
142,-43.7952,87.0916,79.4236,95.9316142,2012.3,19.291,35.9383,6.0488
143,48.5994,87.0296,76.8772,96.0512143,258.842,20.2382,46.0836,5.31924
144,54.0692,88.3428,79.2972,96.012144,206.26,17.7997,39.3859,5.26639
145,51.5098,86.9848,79.9116,96.4056145,159.035,20.126,39.8243,4.932
146,32.8802,87.9352,80.0396,95.644146,439.995,18.6038,37.3498,6.54065
147,31.8718,88.5348,75.6644,95.8552147,477.513,18.7183,43.4348,6.54049
148,20.6138,87.9136,79.9164,96.2236148,505.856,18.897,38.5433,4.93223
149,53.8842,88.6992,78.1432,96.0624149,154.986,18.6684,40.1448,5.70242
150,43.1774,87.3572,80.3668,96.2804150,214.773,19.1041,39.7205,5.58767
151,-36.6964,87.7928,76.926,96.4308151,1862.32,17.9472,41.6806,4.91181
152,-53.5836,87.3284,77.6676,96.3168152,1325.63,19.6087,41.6719,5.17898
153,-11.453,88.4388,77.318,96.6276153,1086.94,18.8697,40.0069,4.25271
154,17.2394,88.2536,81.6784,96.0036154,601.222,18.7785,35.2974,5.40665
155,8.378,88.1032,80.4748,96.3488155,492.643,18.1245,36.4986,4.68034
156,49.1122,87.906,80.578,96.0956156,175.661,18.1112,35.2783,5.43789
157,46.064,87.348,80.3656,96.3916157,181.756,18.833,37.7025,5.32969
158,59.208,88.1564,78.05,96.7524158,109.54,18.4504,41.9353,4.05422
159,14.6386,87.7316,80.6984,96.6156159,463.792,18.286,37.148,4.79279
160,22.152,88.2692,79.2376,96.3644160,594.028,18.2424,41.1796,4.9077
161,7.8618,89.1024,81.8728,96.3204161,697.933,17.9619,33.2018,5.37018
162,52.9194,88.5556,79.7424,96.4868162,299.597,18.0208,39.3123,5.01895
163,41.64,87.7788,77.982,96.16163,275.957,18.0432,37.9041,6.00187
164,28.7226,89.0372,80.2764,96.6068164,309.295,17.1737,38.2112,4.28342
165,45.9144,88.5576,78.6172,96.386165,267.166,17.7372,40.4632,5.11935
166,26.9238,88.166,79.8444,96.6596166,704.052,18.5451,35.911,4.59708
167,54.971,90.8568,81.3016,96.6152167,151.068,14.0971,36.1693,4.09797
168,57.7158,88.26,80.7616,96.6576168,133.403,18.647,37.7289,3.54164
169,57.1598,87.9948,78.2792,96.7316169,192.154,18.1032,41.6891,3.98289
170,44.3886,87.3244,77.3856,96.8236170,230.004,18.7432,44.1569,4.2982
171,53.3746,89.14,82.518,96.774171,288.733,17.9041,30.9538,3.58578
172,39.6862,89.4836,82.8952,96.8824172,399.203,16.2899,32.129,3.55817
173,21.523,89.6244,80.7924,96.7576173,588.011,15.9895,37.6419,4.20045
174,-95.634,89.5416,81.5936,97.0184174,3391.99,16.6757,34.941,3.25991
175,59.0652,88.5176,83.358,96.7388175,148.804,17.9213,31.1595,3.82779
176,49.8954,90.2388,80.9548,96.6616176,196.274,15.6533,36.1398,4.32278
177,39.9594,89.2,80.5904,96.5944177,405.73,17.9783,38.8672,5.17262
178,48.0588,89.6492,82.8692,96.9672178,268.63,16.5431,35.8679,3.53882
179,43.4844,89.504,81.8996,96.6604179,226.911,17.5832,35.9349,4.25613
180,51.8128,89.9448,82.7172,96.8928180,171.869,15.9982,34.9147,3.49482
181,49.1132,91.1868,82.912,97.2556181,186.515,15.0777,35.695,2.09782
182,38.559,87.848,83.4788,96.8788182,532.948,18.5608,33.0665,3.21807
183,-145.198,90.2012,84.5664,96.9648183,3513.05,15.6229,28.0235,3.01562
184,48.4398,90.3772,83.2228,96.892184,203.664,15.7738,33.2152,3.28373
185,39.7996,89.366,82.7588,96.8768185,279.635,16.5625,32.1554,3.66264
186,32.0634,91.1796,83.2456,96.984186,616.075,14.1351,33.4824,3.24253
187,52.1386,89.502,82.6428,97.1252187,137.387,15.8449,34.4223,2.46166
188,42.8804,91.1088,84.39,97.0792188,506.481,14.5039,29.9462,2.65866
189,61.5944,89.134,81.8516,97.1764189,159.835,16.9986,34.5036,2.50296
190,5.1274,89.8904,82.8808,96.776190,657.423,15.9066,31.8737,3.67807
191,45.9798,89.5384,84.7408,97.0232191,259.358,16.7253,29.6413,3.11445
192,55.7594,89.6024,79.8096,96.8944192,167.384,16.0974,40.5565,3.46092
193,43.9474,90.174,83.4364,96.9844193,341.899,16.0675,32.5377,3.03484
194,15.0036,91.6252,83.78,97.1572194,603.497,13.1089,29.6603,2.26843
195,58.4118,89.3808,81.1364,97.3184195,159.767,17.4174,35.1636,1.90424
196,4.1094,91.3964,81.2096,96.9804196,704.87,14.437,35.7078,3.93656
197,49.5846,88.7088,84.3596,97.1456197,396.792,17.4849,27.6252,2.60582
198,45.1162,91.692,83.1444,97.2936198,294.408,14.293,32.0449,1.8924
199,57.2772,90.3064,84.9648,97.0548199,253.033,16.0889,29.6995,3.22599
200,56.3898,90.3408,84.2868,97.3832200,192.474,16.3903,33.0366,1.98801
201,47.4216,91.298,87.0364,97.3152201,249.716,14.2242,28.4552,1.93184
202,32.5746,90.9668,81.746,97.4096202,608.453,14.7469,34.2371,1.62034
203,-30.1558,90.802,83.2696,97.3152203,1400.06,15.3037,33.8362,2.12309
204,47.59,90.5164,83.056,97.3892204,384.948,15.0006,39.7001,1.6453
205,60.4958,90.7088,84.9896,96.872205,164.201,15.396,26.631,3.62757
206,62.8722,91.5036,85.0544,97.0064206,138.399,13.2493,29.4396,3.26175
207,-8.491,89.62,82.8732,97.0628207,1405.84,16.4624,32.588,2.90406
208,34.7274,90.9504,83.782,97.168208,543.904,14.2938,31.4638,2.18989
209,32.3986,90.666,84.7748,97.216209,461.823,15.2998,28.5927,2.63607
210,31.9924,90.7508,84.4976,97.238210,570.609,15.5963,28.3464,3.24265
211,56.3826,90.1764,85.9772,97.2876211,227.01,16.5658,28.109,2.46669
212,75.432,91.8088,84.564,97.3096212,63.9294,14.4351,33.868,2.44462
213,15.3108,89.792,82.4708,97.2972213,1152.21,16.3498,35.0947,2.12808
214,18.8122,91.5268,87.2944,97.0812214,1177.25,13.4314,25.7975,3.01342
215,62.3816,91.938,82.5124,97.23215,259.943,13.9043,32.1111,2.23492
216,55.5154,91.0976,83.328,97.3416216,431.464,14.9651,33.7635,1.82983
217,-9.0382,90.7136,83.5,97.3024217,1681.63,15.1798,33.062,2.02771
218,-123.217,90.5508,86.052,97.2496218,4316.72,15.405,29.5925,2.63426
219,73.828,91.2588,81.8404,97.3532219,65.8131,14.2965,35.8838,1.78096
220,28.6426,91.4388,84.5668,97.3116220,1012.38,13.481,27.5476,1.48317
221,69.6304,91.4728,83.6948,97.4104221,130.188,13.8768,34.4593,2.03208
222,70.2422,91.7988,83.8136,97.3264222,108.889,13.8551,36.6309,1.85382
223,-41.5952,91.126,81.348,97.3656223,1829.73,14.1208,38.8256,2.0693
224,56.2172,91.6904,83.5432,97.418224,221.95,13.7828,31.6964,1.9201
225,-19.426,90.2208,85.81,97.2892225,1609.43,14.849,26.541,3.16576
226,70.9648,92.0344,83.7272,97.3144226,100.289,12.9887,32.1689,2.18443
227,57.5556,90.6624,84.9212,97.3744227,374.794,15.5632,31.7767,1.85528
228,65.71,90.6804,85.5232,97.4568228,122.243,14.5491,32.9531,1.48738
229,55.0978,91.822,83.4432,97.424229,299.421,13.7935,32.8159,1.71223
230,38.2034,92.1028,86.3036,97.2944230,622.319,12.9669,25.6304,1.86008
231,37.556,92.298,84.7832,97.3772231,631.862,13.1547,32.8731,2.0072
232,-20.2546,91.9468,85.8112,97.4016232,1948.4,13.7631,30.7282,1.77921
233,55.1272,91.4732,86.2496,97.3524233,304.966,13.9762,27.3658,2.0406
234,63.4672,91.672,86.0188,97.4644234,149.006,14.1,26.6242,1.35461
235,61.0644,91.1648,85.7852,97.338235,205.332,14.2136,26.5091,1.50346
236,43.5946,92.164,84.6908,97.4628236,552.064,13.6164,32.6042,1.53633
237,49.4306,92.1432,84.6084,97.4764237,303.435,13.0786,34.9808,1.47805
238,73.4716,91.6884,86.2244,97.3864238,123.498,14.3449,27.0467,1.77664
239,59.9642,91.3944,85.8416,97.4364239,197.128,13.3332,26.186,1.76387
240,76.442,91.5112,88.4796,97.3768240,78.8644,13.1004,21.4385,1.80141
241,70.4432,92.5992,85.684,97.3436241,78.5938,12.5194,28.5654,1.98847
242,39.6044,92.6252,83.77,97.472242,788.569,11.9878,32.4043,1.40192
243,62.7232,92.3416,85.202,97.18243,263.943,12.9506,27.4635,2.24448
244,1.8266,92.4724,83.1752,97.5292244,1083.92,11.8337,32.1456,1.6132
245,67.2348,91.3792,84.6316,97.4836245,148.731,14.0333,29.6268,1.87407
246,45.1854,93.5036,85.8188,97.4796246,317.368,11.8323,29.3485,1.60464
247,71.124,92.5672,84.622,97.4656247,112.175,12.2188,31.0483,1.75919
248,64.7852,92.0932,87.8612,97.4368248,174.486,12.963,23.1918,1.67234
249,71.6602,92.2312,86.2316,97.3708249,100.457,12.9388,28.3632,1.50648
250,73.2066,91.7036,83.8924,97.4716250,135.937,14.7106,32.1278,1.18487
251,65.042,92.926,85.8084,97.42251,177.323,11.2845,28.3031,1.95049
252,72.5654,93.0348,87.7888,97.4836252,100.727,11.749,23.1936,1.2229
253,73.0546,92.5096,85.8476,97.38253,157.833,12.0709,28.4217,1.38122
254,75.2412,93.5076,87.954,97.4452254,97.9076,10.9219,24.3427,1.41114
255,39.8748,92.1236,86.1744,97.364255,725.144,12.6776,28.7097,1.83049
256,71.682,92.08,87.4,97.5448256,81.7528,13.7081,25.1885,1.42991
257,73.145,93.1996,85.6624,97.3172257,88.5123,11.6709,30.0869,2.05444
258,57.825,92.8524,86.4792,97.4308258,200.513,12.6002,28.2459,1.21777
259,73.3288,93.2328,85.5076,97.3832259,117.896,11.4077,31.1863,1.39279
260,75.6402,92.78,88.4484,97.4364260,74.3746,11.7497,24.0878,2.1797
261,77.7214,93.9948,87.5072,97.4712261,60.7367,10.3205,26.7539,1.16854
262,75.8948,93.1508,87.8824,97.4528262,68.9444,11.1554,26.3862,1.54617
263,71.5762,93.4788,86.1152,97.4128263,120.117,11.1298,28.0775,1.20459
264,70.4238,92.2972,87.3716,97.2624264,132.042,12.5099,23.7339,2.11519
265,75.0174,93.2936,86.1132,97.5592265,91.0935,11.2493,30.4318,1.09804
266,71.3044,93.9812,86.0924,97.358266,162.783,9.93345,27.5369,1.79775
267,67.3518,92.7844,89.166,97.432267,217.033,11.6321,23.7427,1.54814
268,80.1704,93.7356,87.0916,97.42268,50.5779,10.4244,25.4887,1.53683
269,75.761,92.558,85.4212,97.4744269,137.668,11.9625,27.6496,1.29858
270,70.8088,92.8256,87.2136,97.508270,143.942,12.3358,25.6613,1.14711
271,55.616,92.59,86.3152,97.5636271,491.288,12.6653,29.5027,1.17509
272,70.6506,93.0012,85.4032,97.38272,204.349,11.1434,29.878,2.24437
273,45.672,93.338,88.6744,97.5064273,288.481,11.1611,24.5574,1.25909
274,76.051,94.0444,84.946,97.516274,80.2576,9.62593,31.5731,1.34818
275,75.5148,93.616,88.3928,97.462275,79.2153,10.2762,23.3933,1.30313
276,73.2514,92.604,86.4584,97.4788276,99.3503,12.2383,32.0066,2.00011
277,73.0374,93.7536,86.8132,97.3972277,126.963,9.92357,24.7445,1.61896
278,62.5574,93.1176,87.4164,97.4864278,133.222,11.9748,24.334,1.25216
279,77.7008,93.3208,87.0952,97.5272279,90.169,10.8183,25.874,1.46309
280,69.3118,93.4544,88.2888,97.5084280,195.416,10.8934,25.9887,1.33357
281,51.7258,93.2684,86.1296,97.5524281,359.988,10.4192,28.8101,1.0717
282,76.7454,93.8684,88.4876,97.534282,111.089,9.93696,24.0435,1.49753
283,69.4952,92.4876,87.3976,97.504283,135.106,12.2882,25.7397,1.30073
284,76.9134,92.8656,88.226,97.5096284,111.34,11.3124,23.3518,1.39942
285,60.9246,93.8352,87.2964,97.568285,319.344,10.4734,28.1516,1.083
286,62.7224,93.7432,88.3828,97.5352286,184.528,10.1286,20.8855,1.16597
287,78.7104,92.8396,88.3184,97.5672287,82.2516,12.1443,23.0613,1.06473
288,81.0948,93.3248,86.6452,97.5864288,42.4574,10.6971,28.0269,1.39455
289,80.1032,94.2892,90.1352,97.5416289,52.7817,8.81407,19.236,1.09294
290,81.4224,93.8828,88.3568,97.4192290,59.4171,9.30404,20.6848,1.17648
291,81.5436,93.7752,86.8548,97.4256291,43.9407,10.2441,25.8956,1.71953
292,77.8924,93.8216,86.2724,97.5248292,63.4165,9.7032,27.9458,1.21699
293,69.1126,93.5932,88.0016,97.5468293,149.154,10.4664,24.5382,1.27586
294,47.7068,93.4684,87.9916,97.3636294,607.615,10.7167,24.4642,1.46971
295,37.2208,93.66,87.7356,97.4656295,1026.48,10.3462,24.181,1.53467
296,67.9548,93.0952,88.3516,97.4528296,286.91,11.5249,24.5732,1.57828
297,74.245,94.0092,86.7396,97.5832297,140.825,9.94879,27.3854,1.25534
298,79.0236,93.3568,86.9356,97.4984298,67.6303,10.3465,28.68,1.30135
299,75.8154,93.8096,88.5092,97.6124299,118.009,9.47625,23.2369,1.10124
300,77.9738,94.7676,89.3028,97.4856300,80.5963,8.53455,26.1372,1.23413
301,68.1068,94.438,88.3992,97.5548301,203.459,8.90009,20.8362,1.56572
302,82.8206,94.386,87.2616,97.5972302,56.4354,9.05189,28.7253,1.13077
303,82.1356,94.3432,89.2404,97.4828303,61.1836,8.93317,23.3632,1.32446
304,82.8122,94.4216,88.9692,97.5752304,53.4203,9.13784,21.8472,1.1774
305,78.1766,95.034,88.8712,97.5412305,95.5509,7.8103,24.7467,1.39959
306,72.9972,94.64,87.5728,97.5392306,133.082,8.41981,23.5733,1.32284
307,63.9592,94.3808,88.2404,97.5244307,237.626,9.81174,23.4216,1.15688
308,77.351,95.3384,89.8356,97.6784308,79.2302,7.19741,19.7018,1.02883
309,83.3252,94.988,86.0808,97.5576309,46.1331,8.42607,29.287,1.04749
310,74.7704,94.656,88.7336,97.498310,158.436,8.87546,24.1254,1.50601
311,77.9332,94.8132,86.8244,97.4528311,150.067,8.19393,29.1672,1.58162
312,82.1074,94.5428,88.1672,97.5592312,84.5058,9.67293,26.7554,1.05312
313,67.012,94.4868,88.0368,97.5236313,208.553,9.22291,25.2928,1.1342
314,72.6652,94.0092,90.4752,97.5148314,145.809,9.43438,20.9605,1.17794
315,73.4292,95.294,86.1884,97.4496315,156.423,8.25054,27.9725,1.81706
316,66.4656,94.5864,86.8284,97.5056316,243.977,10.0522,30.4547,1.63057
317,67.686,94.4292,88.8136,97.5048317,261.775,8.91797,23.8725,1.5857
318,80.829,94.208,87.9728,97.532318,72.8724,9.79577,24.0099,1.10715
319,72.1402,94.7612,89.874,97.5148319,110.95,8.21397,20.1859,1.3695
320,85.7758,95.0028,89.0756,97.652320,44.827,8.42351,21.934,1.07778
321,74.237,94.8108,88.936,97.5996321,170.999,8.33203,23.2785,1.14063
322,77.2824,94.6696,89.4272,97.634322,129.985,8.71268,22.1372,1.15878
323,58.8606,94.384,90.0604,97.58323,515.747,9.20254,18.4147,1.1572
324,76.3848,95.2632,88.8724,97.5472324,207.839,7.54363,24.6853,1.42102
325,67.4426,94.5348,86.7352,97.542325,258.074,9.27049,26.2571,1.13585
326,74.2484,94.7068,89.8688,97.568326,189.797,8.54426,21.7341,1.04992
327,50.5354,94.4704,89.29,97.6368327,614.203,9.086,21.3642,1.03973
328,84.4894,94.358,89.5492,97.4644328,58.8798,9.43132,19.2608,1.27666
329,58.67,95.0208,90.0676,97.6708329,442.65,8.11766,19.7039,1.046
330,83.3384,95.4464,89.6956,97.59330,54.0867,6.9344,22.1364,1.06041
331,84.4654,95.2844,88.5208,97.488331,56.527,7.54994,26.9359,1.0676
332,83.1528,95.7408,89.006,97.5824332,71.3803,6.67477,26.737,1.11428
333,84.6884,95.2276,88.8748,97.5676333,40.3275,7.73373,23.5319,1.14577
334,67.2136,94.644,89.1232,97.522334,312.892,8.31745,20.8201,1.07387
335,82.8332,95.5744,87.3448,97.6212335,76.2317,7.63456,25.3646,1.03148
