step,SARSA,Q_learning,double_Q_learning,QV_learning
0,-39.453,0,0,00,172.357,0,0,0
1,-158.124,0,0,01,216.119,0,0,0
2,-111.54,0,0,02,196.123,0,0,0
3,-63.942,0,0,03,170.086,0,0,0
4,-53.8272,0,0,04,156.91,0,0,0
5,-37.9606,0,0,05,134.645,0,0,0
6,-23.5778,0,0,06,128.711,0,0,0
7,-19.3824,0,0,07,124.164,0,0,0
8,-4.6638,0,0,08,115.826,0,0,0
9,4.365,0,0,09,108.693,0,0,0
10,9.2282,0,0,010,109.596,0,0,0
11,9.5978,0,0,011,109.092,0,0,0
12,11.9844,0,0,012,99.8019,0,0,0
13,11.9662,0,0,013,98.5843,0,0,0
14,15.9836,0,0,014,96.9377,0,0,0
15,18.8044,0,0,015,95.2686,0,0,0
16,21.7514,0,0,016,92.9185,0,0,0
17,31.4514,0,0,017,80.9353,0,0,0
18,31.8506,0,0,018,74.0406,0,0,0
19,35.7354,0,0,019,73.3229,0,0,0
20,37.805,0,0,020,75.8736,0,0,0
21,39.1284,0,0,021,74.2148,0,0,0
22,45.9328,0,0,022,65.9036,0,0,0
23,40.7696,0,0,023,78.4877,0,0,0
24,39.4114,0,0,024,79.9693,0,0,0
25,41.3528,0,0,025,66.5485,0,0,0
26,45.3338,0,0,026,68.7418,0,0,0
27,49.503,0,0,027,61.2855,0,0,0
28,50.5096,0,0,028,62.3252,0,0,0
29,51.0572,0,0,029,59.764,0,0,0
30,53.2668,0,0,030,63.6176,0,0,0
31,50.053,0,0,031,65.2705,0,0,0
32,54.4504,0,0,032,55.1364,0,0,0
33,53.5934,0,0,033,54.9564,0,0,0
34,59.1252,0,0,034,51.7026,0,0,0
35,56.6736,0,0,035,52.7405,0,0,0
36,58.394,0,0,036,55.5321,0,0,0
37,56.1554,0,0,037,52.2109,0,0,0
38,60.8466,0,0,038,52.8631,0,0,0
39,61.1686,0,0,039,48.2408,0,0,0
40,60.925,0,0,040,53.1943,0,0,0
41,63.9128,0,0,041,42.7126,0,0,0
42,62.8146,0,0,042,44.4295,0,0,0
43,66.0606,0,0,043,42.0762,0,0,0
44,64.8732,0,0,044,42.5873,0,0,0
45,65.2274,0,0,045,42.3468,0,0,0
46,66.4486,0,0,046,42.2751,0,0,0
47,63.8952,0,0,047,45.1402,0,0,0
48,67.3808,0,0,048,43.8658,0,0,0
49,67.4842,0,0,049,47.2402,0,0,0
50,68.8108,0,0,050,41.107,0,0,0
51,70.0888,0,0,051,39.4731,0,0,0
52,68.58,0,0,052,39.1017,0,0,0
53,68.6202,0,0,053,38.701,0,0,0
54,70.9656,0,0,054,38.8705,0,0,0
55,68.7096,0,0,055,43.6155,0,0,0
56,73.0464,0,0,056,39.8043,0,0,0
57,70.1054,0,0,057,38.3106,0,0,0
58,74.222,0,0,058,31.6927,0,0,0
59,69.9196,0,0,059,38.691,0,0,0
60,72.19,0,0,060,36.5063,0,0,0
61,74.9876,0,0,061,32.9786,0,0,0
